"Kind","Agent_Id","Queue_Id","Stream_Id","Thread_Id","Dispatch_Id","Kernel_Id","Kernel_Name","Correlation_Id","Start_Timestamp","End_Timestamp","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Workgroup_Size_X","Workgroup_Size_Y","Workgroup_Size_Z","Grid_Size_X","Grid_Size_Y","Grid_Size_Z"
"KERNEL_DISPATCH","Agent 1",1,0,2749565,1,11,"__amd_rocclr_fillBufferAligned",1,386948369078782,386948369082702,0,0,16,0,128,256,1,1,256,1,1
"KERNEL_DISPATCH","Agent 1",1,0,2749565,2,21,"(anonymous namespace)::reduce_v1_lds_atomic(float const*, float*, unsigned long)",2,386948369800479,386948370173328,0,0,8,0,128,256,1,1,1048576,1,1
"KERNEL_DISPATCH","Agent 1",1,0,2749565,3,4,"__amd_rocclr_copyBuffer",3,386948370254850,386948370259050,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,0,2749565,4,11,"__amd_rocclr_fillBufferAligned",4,386948370315811,386948370318691,0,0,16,0,128,256,1,1,256,1,1
"KERNEL_DISPATCH","Agent 1",1,0,2749565,5,21,"(anonymous namespace)::reduce_v1_lds_atomic(float const*, float*, unsigned long)",5,386948370328572,386948370601938,0,0,8,0,128,256,1,1,1048576,1,1
"KERNEL_DISPATCH","Agent 1",1,0,2749565,6,11,"__amd_rocclr_fillBufferAligned",6,386948370611419,386948370614459,0,0,16,0,128,256,1,1,256,1,1
"KERNEL_DISPATCH","Agent 1",1,0,2749565,7,21,"(anonymous namespace)::reduce_v1_lds_atomic(float const*, float*, unsigned long)",7,386948370623939,386948370897186,0,0,8,0,128,256,1,1,1048576,1,1
"KERNEL_DISPATCH","Agent 1",1,0,2749565,8,11,"__amd_rocclr_fillBufferAligned",8,386948370906586,386948370909426,0,0,16,0,128,256,1,1,256,1,1
"KERNEL_DISPATCH","Agent 1",1,0,2749565,9,21,"(anonymous namespace)::reduce_v1_lds_atomic(float const*, float*, unsigned long)",9,386948370918746,386948371191993,0,0,8,0,128,256,1,1,1048576,1,1
"KERNEL_DISPATCH","Agent 1",1,0,2749565,10,11,"__amd_rocclr_fillBufferAligned",10,386948371201233,386948371203993,0,0,16,0,128,256,1,1,256,1,1
"KERNEL_DISPATCH","Agent 1",1,0,2749565,11,21,"(anonymous namespace)::reduce_v1_lds_atomic(float const*, float*, unsigned long)",11,386948371213353,386948371486560,0,0,8,0,128,256,1,1,1048576,1,1
"KERNEL_DISPATCH","Agent 1",1,0,2749565,12,11,"__amd_rocclr_fillBufferAligned",12,386948371495720,386948371498560,0,0,16,0,128,256,1,1,256,1,1
"KERNEL_DISPATCH","Agent 1",1,0,2749565,13,21,"(anonymous namespace)::reduce_v1_lds_atomic(float const*, float*, unsigned long)",13,386948371507760,386948371780927,0,0,8,0,128,256,1,1,1048576,1,1
"KERNEL_DISPATCH","Agent 1",1,0,2749565,14,11,"__amd_rocclr_fillBufferAligned",14,386948371790167,386948371793087,0,0,16,0,128,256,1,1,256,1,1
"KERNEL_DISPATCH","Agent 1",1,0,2749565,15,21,"(anonymous namespace)::reduce_v1_lds_atomic(float const*, float*, unsigned long)",15,386948371802368,386948372075494,0,0,8,0,128,256,1,1,1048576,1,1
"KERNEL_DISPATCH","Agent 1",1,0,2749565,16,11,"__amd_rocclr_fillBufferAligned",16,386948372084775,386948372087335,0,0,16,0,128,256,1,1,256,1,1
"KERNEL_DISPATCH","Agent 1",1,0,2749565,17,21,"(anonymous namespace)::reduce_v1_lds_atomic(float const*, float*, unsigned long)",17,386948372096535,386948372369821,0,0,8,0,128,256,1,1,1048576,1,1
"KERNEL_DISPATCH","Agent 1",1,0,2749565,18,11,"__amd_rocclr_fillBufferAligned",18,386948372379142,386948372381982,0,0,16,0,128,256,1,1,256,1,1
"KERNEL_DISPATCH","Agent 1",1,0,2749565,19,21,"(anonymous namespace)::reduce_v1_lds_atomic(float const*, float*, unsigned long)",19,386948372391222,386948372664469,0,0,8,0,128,256,1,1,1048576,1,1
"KERNEL_DISPATCH","Agent 1",1,0,2749565,20,11,"__amd_rocclr_fillBufferAligned",20,386948372674069,386948372677029,0,0,16,0,128,256,1,1,256,1,1
"KERNEL_DISPATCH","Agent 1",1,0,2749565,21,21,"(anonymous namespace)::reduce_v1_lds_atomic(float const*, float*, unsigned long)",21,386948372686469,386948372959836,0,0,8,0,128,256,1,1,1048576,1,1
"KERNEL_DISPATCH","Agent 1",1,0,2749565,22,11,"__amd_rocclr_fillBufferAligned",22,386948372969116,386948372971956,0,0,16,0,128,256,1,1,256,1,1
"KERNEL_DISPATCH","Agent 1",1,0,2749565,23,21,"(anonymous namespace)::reduce_v1_lds_atomic(float const*, float*, unsigned long)",23,386948372981236,386948373254563,0,0,8,0,128,256,1,1,1048576,1,1
"KERNEL_DISPATCH","Agent 1",1,0,2749565,24,4,"__amd_rocclr_copyBuffer",24,386948373334005,386948373337165,0,0,16,0,128,512,1,1,512,1,1
